Tipo de espacio público,Nombre de espacio público,Estado actual de conservación,Tarea realizada,Área Responsable,Fecha
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Riego ,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Recorte de coirones/poda,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,14/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Desmalezado,Obras y EP,05/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Pintura,Obras y EP,05/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Mantenimiento de texturas,Obras y EP,05/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,05/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Recorte de coirones/poda,Obras y EP,05/06/2024
Rotonda,GAVIOLA Y PATRICIOS,Bueno,Limpieza,Obras y EP,05/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Desmalezado,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Iluminación,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Pintura,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Mantenimiento de texturas,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Riego ,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Recorte de coirones/poda,Obras y EP,07/06/2024
Rotonda,BRANDSEN (tres esquinas),Bueno,Limpieza,Obras y EP,07/06/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Desmalezado,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Mantenimiento de obra,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Pintura,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Mantenimiento de texturas,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Recorte de coirones/poda,Obras y EP,22/05/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Bueno,Limpieza,Obras y EP,22/05/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Desmalezado,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Iluminación,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Pintura,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Mantenimiento de texturas,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Riego ,Obras y EP,19/04/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,19/04/2024
Rotonda,ARAOZ OESTE,Bueno,Desmalezado,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Mantenimiento de obra,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Pintura,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Mantenimiento de texturas,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Riego ,Obras y EP,12/04/2024
Rotonda,ARAOZ OESTE,Bueno,Limpieza,Obras y EP,12/04/2024
Plazas,NOGAL I,Bueno,Desmalezado,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Mantenimiento de obra,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Juegos/Deporte,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Iluminación,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Moviliario urbano,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Pintura,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Mantenimiento de texturas,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Corte de verdes,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Riego ,Obras y EP,07/06/2024
Plazas,NOGAL I,Bueno,Limpieza,Obras y EP,07/06/2024
Plazas,NOGAL III,Bueno,Desmalezado,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Mantenimiento de obra,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Iluminación,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Moviliario urbano,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Pintura,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Mantenimiento de texturas,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Corte de verdes,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Riego ,Obras y EP,26/04/2024
Plazas,NOGAL III,Bueno,Limpieza,Obras y EP,26/04/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Desmalezado,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Mantenimiento de obra,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Moviliario urbano,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Pintura,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Mantenimiento de texturas,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Recorte de coirones/poda,Obras y EP,31/05/2024
Paseo y Espacios Públicos,VIRGEN DE CARRODILLA,Bueno,Limpieza,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Desmalezado,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Mantenimiento de obra,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Moviliario urbano,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Pintura,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Mantenimiento de texturas,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Recorte de coirones/poda,Obras y EP,31/05/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS (CARRODILLA-PASO),Bueno,Limpieza,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Desmalezado,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Mantenimiento de obra,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Juegos/Deporte,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Moviliario urbano,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Pintura,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Mantenimiento de texturas,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Corte de verdes,Obras y EP,31/05/2024
P.E.S.,SAN MARTÍN Y PASO,Bueno,Limpieza,Obras y EP,31/05/2024
Plazas,LAS COMPUERTAS,Bueno,Desmalezado,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Mantenimiento de obra,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Juegos/Deporte,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Iluminación,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Moviliario urbano,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Pintura,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Mantenimiento de texturas,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Riego ,Obras y EP,17/05/2024
Plazas,LAS COMPUERTAS,Bueno,Limpieza,Obras y EP,17/05/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Desmalezado,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Mantenimiento de obra,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Juegos/Deporte,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Moviliario urbano,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Pintura,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Mantenimiento de texturas,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Riego ,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Recorte de coirones/poda,Obras y EP,19/04/2024
P.E.S.,RUTA PANAMERICANA E IRIGOYEN,Bueno,Limpieza,Obras y EP,19/04/2024
Rotonda,BOEDO ESTE,Bueno,Desmalezado,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Pintura,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Mantenimiento de texturas,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Riego ,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Recorte de coirones/poda,Obras y EP,12/04/2024
Rotonda,BOEDO ESTE,Bueno,Limpieza,Obras y EP,12/04/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Desmalezado,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Mantenimiento de obra,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Iluminación,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Pintura,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Mantenimiento de texturas,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Riego ,Obras y EP,27/03/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,27/03/2024
Rotonda,BOEDO OESTE,Bueno,Desmalezado,Obras y EP,26/03/2024
Rotonda,BOEDO OESTE,Bueno,Pintura,Obras y EP,26/03/2024
Rotonda,BOEDO OESTE,Bueno,Mantenimiento de texturas,Obras y EP,26/03/2024
Rotonda,BOEDO OESTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,26/03/2024
Rotonda,BOEDO OESTE,Bueno,Recorte de coirones/poda,Obras y EP,26/03/2024
Rotonda,BOEDO OESTE,Bueno,Limpieza,Obras y EP,26/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Desmalezado,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Mantenimiento de obra,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Juegos/Deporte,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Moviliario urbano,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Pintura,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Mantenimiento de texturas,Obras y EP,21/03/2024
P.E.S.,RUTA 15 Y ZARANDON,Bueno,Limpieza,Obras y EP,21/03/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Desmalezado,Obras y EP,05/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Juegos/Deporte,Obras y EP,05/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Moviliario urbano,Obras y EP,05/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Pintura,Obras y EP,05/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Mantenimiento de texturas,Obras y EP,05/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,Limpieza,Obras y EP,05/01/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Desmalezado,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Desmalezado,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Mantenimiento de obra,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Juegos/Deporte,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Moviliario urbano,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Pintura,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Mantenimiento de texturas,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Riego ,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Recorte de coirones/poda,Obras y EP,01/03/2024
Paseo y Espacios Públicos,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Desmalezado,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Mantenimiento de obra,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Juegos/Deporte,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Moviliario urbano,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Pintura,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Mantenimiento de texturas,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Riego ,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Recorte de coirones/poda,Obras y EP,01/03/2024
P.E.S.,BESARES Y SAN MARTÍN,Bueno,Limpieza,Obras y EP,01/03/2024
Rotonda,CORREDOR DEL OESTE,Regular,Desmalezado,Obras y EP,18/01/2024
Rotonda,CORREDOR DEL OESTE,Regular,Aplicación de glifosato/desyuyar,Obras y EP,18/01/2024
Rotonda,CORREDOR DEL OESTE,Regular,Recorte de coirones/poda,Obras y EP,18/01/2024
Rotonda,CORREDOR DEL OESTE,Regular,Limpieza,Obras y EP,18/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Desmalezado,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Mantenimiento de obra,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Juegos/Deporte,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Moviliario urbano,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Pintura,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Riego ,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Recorte de coirones/poda,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,12/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Bueno,Mantenimiento de texturas,Obras y EP,12/01/2024
Plazas,5 DE JULIO,Regular,,,11/01/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Regular,,,11/01/2024
Plazas,ACCIONAR,Regular,,,11/01/2024
Plazas,ADINA,Regular,,,11/01/2024
Plazas,AGRELO,Regular,,,11/01/2024
Ciclovía,ALBERTI (JUJUY-SAN MARTIN),Regular,,,11/01/2024
P.E.S.,ALMIRANTE BROWN Y VIAMONTE,Regular,,,11/01/2024
Ciclovía,ALMTE BROWN (GUARDIA VIEJA-CACIQUE GLLEN),Regular,,,11/01/2024
Ciclovía,ALZAGA (ALMTE BROWN-BESARES),Regular,,,11/01/2024
Ciclovía,ANCHORENA (SAN MARTIN-CEMENTERIO),Regular,,,11/01/2024
Rotonda,ARAOZ OESTE,Regular,,,11/01/2024
Plazas,B° 27 DE ABRIL,Regular,,,11/01/2024
Plazas,B° ALTO DRUMMOND,Regular,,,11/01/2024
Plazas,B° CEC,Regular,,,11/01/2024
Plazas,B° CEFERINO NAMUNCURA,Regular,,,11/01/2024
Plazas,B° CORDÓN DEL PLATA,Regular,,,11/01/2024
Plazas,B° COSTA FLORES,Regular,,,11/01/2024
Plazas,B° CURVIFLOR (TURBERAS),Regular,,,11/01/2024
Plazas,B° EL PINAR,Regular,,,11/01/2024
Plazas,B° HUARPES III,Regular,,,11/01/2024
Plazas,B° IV PERDRIEL,Regular,,,11/01/2024
Plazas,B° JARDÍN CARRODILLA,Regular,,,11/01/2024
Plazas,B° JARDÍN VISTALBA,Regular,,,11/01/2024
Plazas,B° JUAN PABLO II,Regular,,,11/01/2024
Plazas,B° JUAN XXIII,Regular,,,11/01/2024
Plazas,B° LAS ACACIAS,Regular,,,11/01/2024
Plazas,B° LAS ACHIRAS,Regular,,,11/01/2024
Plazas,B° LAS PALMERAS,Regular,,,11/01/2024
Plazas,B° LOS CASTAÑOS,Regular,,,11/01/2024
Plazas,B° LOS ROBLES,Regular,,,11/01/2024
Plazas,B° LOTEO RUIZ RPN°16 / RPN° 15,Regular,,,11/01/2024
Plazas,B° MEGAFON,Regular,,,11/01/2024
Plazas,B° MUTUAL YPF (SALIDA CASTRO B),Regular,,,11/01/2024
Plazas,B° NOCETTI RPN°86,Regular,,,11/01/2024
Plazas,B° NUEVA VIDA,Regular,,,11/01/2024
Plazas,B° PARQUE DRUMMOND,Regular,,,11/01/2024
Plazas,B° PAULA ALBARRACÍN,Regular,,,11/01/2024
Plazas,B° PUEBLO UNIDO RPN°16,Regular,,,11/01/2024
Plazas,B° RENACER,Regular,,,11/01/2024
Plazas,B° SAN CAYETANO,Regular,,,11/01/2024
Plazas,B° SANTA ELENA,Regular,,,11/01/2024
Plazas,B° SOLAR DEL PLATA,Regular,,,11/01/2024
Plazas,B° TERRAZAS DEL RIO,Regular,,,11/01/2024
Plazas,B° TRINIDAD,Regular,,,11/01/2024
Plazas,B° URVISERV,Regular,,,11/01/2024
Plazas,B° VALLE DE AGRELO I ,Regular,,,11/01/2024
Plazas,B° VICTOR HUGO,Regular,,,11/01/2024
Plazas,B° VIÑAS DE VISTALBA (LAS TINAJAS),Regular,,,11/01/2024
Plazas,B° VIRGEN DE LUJÁN,Regular,,,11/01/2024
Rotonda,BALCARCE,Regular,,,11/01/2024
Ciclovía,BESARES (ALZAGA-SAN MARTIN),Regular,,,11/01/2024
Rotonda,BESARES Y SAN MARTÍN,Regular,,,11/01/2024
Ciclovía,BOEDO (SAN MARTIN-VIEYTES),Regular,,,11/01/2024
Rotonda,BOEDO ESTE,Regular,,,11/01/2024
Rotonda,BOEDO OESTE,Regular,,,11/01/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Regular,,,11/01/2024
P.E.S.,BONARDA Y PARQUE CÍVICO,Regular,,,11/01/2024
Rotonda,BRANDSEN (tres esquinas),Regular,,,11/01/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Regular,,,11/01/2024
Ciclovía,CANAL SECO VIAMONTE (UGARTE-ITALIA),Regular,,,11/01/2024
Paseo y Espacios Públicos,CANTERO CENTRAL SAENZ PEÑA,Regular,,,11/01/2024
Ciclovía,CARIDAD (LARREA-LINIERS),Regular,,,11/01/2024
Ciclovía,CARRIZAL (PUEBLO UNIDAD-LAS TURBERAS),Regular,,,11/01/2024
P.E.S.,CATAMARCA Y GASCON,Regular,,,11/01/2024
Ciclovía,CHILE (SAENZ PEÑA-VIAMONTE),Regular,,,11/01/2024
Rotonda,CICLOVIA PARQUE FERRI,Regular,,,11/01/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Regular,,,11/01/2024
Plazas,CLAVELES MENDOCINOS,Regular,,,11/01/2024
Plazas,COLLOVATI,Regular,,,11/01/2024
Rotonda,CORREDOR DEL OESTE,Regular,,,11/01/2024
Plazas,CUADRO ESTACIÓN,Regular,,,11/01/2024
Ciclovía,CUBILLOS (MATHEU-BESARES),Regular,,,11/01/2024
Plazas,DAPARO,Regular,,,11/01/2024
Rotonda,DARRAGUEIRA Y LA CUESTA (Derivador),Regular,,,11/01/2024
Plazas,DEL HUERTO,Regular,,,11/01/2024
Plazas,ESPEJO,Regular,,,11/01/2024
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Regular,,,11/01/2024
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Regular,,,11/01/2024
Plazas,FELIPE VITALE,Regular,,,11/01/2024
Ciclovía,FFCC (LARREA-ALZAGA),Regular,,,11/01/2024
Rotonda,GAVIOLA Y PATRICIOS,Regular,,,11/01/2024
Plazas,GENERAL SAN MARTÍN,Regular,,,11/01/2024
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Regular,,,11/01/2024
Paseo y Espacios Públicos,HEROES DE MALVINAS,Regular,,,11/01/2024
Ciclovía,HEROES DE MALVINAS (CARRODILLA-PASO),Regular,,,11/01/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Regular,,,11/01/2024
Plazas,HUENTOTA,Regular,,,11/01/2024
Ciclovía,PUL,Regular,,,11/01/2024
Plazas,INFANTIL CHACRAS,Regular,,,11/01/2024
Rotonda,INMIGRANTE,Regular,,,11/01/2024
Ciclovía,ITALIA (FFCC-LINIERS),Regular,,,11/01/2024
P.E.S.,ITALIA Y FFCC,Regular,,,11/01/2024
Plazas,JARDÍN DE FADER,Regular,,,11/01/2024
Plazas,JOSÉ HERNANDEZ,Regular,,,11/01/2024
Plazas,LA MASIA,Regular,,,11/01/2024
Plazas,LAS COMPUERTAS,Regular,,,11/01/2024
Plazas,LAS CORTADERAS,Regular,,,11/01/2024
Plazas,LAS GLICINAS,Regular,,,11/01/2024
Plazas,LAS TINAJAS,Regular,,,11/01/2024
Plazas,LEVY,Regular,,,11/01/2024
Plazas,LÍMITE CON GODOY CRUZ,Regular,,,11/01/2024
Ciclovía,LINIERS (ITALIA-ALZAGA),Regular,,,11/01/2024
Plazas,LOS AROMOS,Regular,,,11/01/2024
Plazas,LOS CEREZOS,Regular,,,11/01/2024
Paseo y Espacios Públicos,LUJÁN JOVEN,Regular,,,11/01/2024
Ciclovía,LUJAN PLAYA (BAJADA AL RIO),Regular,,,11/01/2024
Ciclovía,MATHEU (CUBILLOS-PANAMA),Regular,,,11/01/2024
Paseo y Espacios Públicos,MIRADOR BALCARCE OESTE,Regular,,,11/01/2024
Paseo y Espacios Públicos,MIRADOR RUINAS DE FADER,Regular,,,11/01/2024
Paseo y Espacios Públicos,MONUMENTO CARRIZAL,Regular,,,11/01/2024
Paseo y Espacios Públicos,NEW JERSEY (Calle Paso),Regular,,,11/01/2024
Paseo y Espacios Públicos,NEW JERSEY (CORREDOR DEL OESTE),Regular,,,11/01/2024
Plazas,NOGAL I,Regular,,,11/01/2024
Plazas,NOGAL III,Regular,,,11/01/2024
P.E.S.,OLAVARRÍA Y TERRADA,Regular,,,11/01/2024
Ciclovía,PANAMA (MATHEU-PASO),Regular,,,11/01/2024
Ciclovía,PANAMERICANA (LA PAMPA-UGARTE),Regular,,,11/01/2024
Ciclovía,PARQUE FERRI,Regular,,,11/01/2024
Paseo y Espacios Públicos,PARQUE FERRI,Regular,,,11/01/2024
Plazas,PARQUE UNIVERSITARIO,Regular,,,11/01/2024
Rotonda,PARQUE URBANO P.U.L,Regular,,,11/01/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L.,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO CARRODILLA,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Regular,,,11/01/2024
Ciclovía,PASEO DE LAS ESTACIONES (ALBERTI-FERRI),Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO LENCINAS,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO LIBERTAD,Regular,,,11/01/2024
Ciclovía,PASEO MALBEC,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO MALBEC,Regular,,,11/01/2024
Paseo y Espacios Públicos,PASEO MOSCONI,Regular,,,11/01/2024
Ciclovía,PASO (PANAMERICANA-SAN MARTIN),Regular,,,11/01/2024
Ciclovía,PASO (SAN MARTIN-M. A SAENZ),Regular,,,11/01/2024
Rotonda,PASO Y ALZAGA,Regular,,,11/01/2024
Rotonda,PASO Y SAN MARTIN,Regular,,,11/01/2024
Rotonda,PASO Y UGARTE,Regular,,,11/01/2024
Ciclovía,PERILAGO POTRERILLOS,Regular,,,11/01/2024
Rotonda,PINCOLINI,Regular,,,11/01/2024
Rotonda,PISTA DE MANEJO,Regular,,,11/01/2024
Plazas,PLAYÓN DEPORTIVO VERTIENTES,Regular,,,11/01/2024
Plazas,PLAYÓN EL CARRIZAL,Regular,,,11/01/2024
Plazas,PLAZA AGUA Y ENERGÍA,Regular,,,11/01/2024
