USO,ORDEN_U,COD_USO,DESTINO,UEA,ZAI,ZAE,ZAGT,ZC,ZCM1,ZCM2,ZCM3,ZCM4,ZCM5,ZCON,ZCA,ZED,ZEPM,ZI,ZIA,ZIN,ZIP,ZPET,ZREC1,ZREC2,ZPRIL,ZRA1,ZRA2,ZRA3,ZRA4,ZRA5,ZRPUC,ZR1,ZR2,ZR3,ZR4,ZR5,ZRM1,ZRM2,ZRM3,ZRM5,ZRM6,ZRUR1,ZRUR2,ZVIT,ZRURNI1,ZRURNI2,ZSER
INDUSTRIA,GRADO VI,IN_VI,FABRICACION MARROQUINERÍA,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,FABRICACION TALLADO EN MADERA,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,FABRICACION MARQUETERÍA,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,FABRICACION MIMBRERÍA,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION PAN CASERO,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION TORTITAS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION EMPANADAS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION TEJIDOS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION TELARES,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION TRABAJO EN TELAS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION ENCUADERNACIÓN,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION VELAS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION JABONES,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION FRAGANCIAS,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GRADO VI,IN_VI,ELABORACION HERRERÍA ARTÍSTICA,NO,3,3,24,22,1,24,24,23 24,23,219,27,24,1,3,3,3,3,24,24,24,24,24,24,24,23 219,23 219,24,24,1,211,3,24,1,1,218,24,1,1,1,24,1,1,3
INDUSTRIA,GENERAL,IN_GRAL,INDUSTRIA DE USO PERMITIDO / GALPON O SIMILAR,SEGUN USO EN HABILITACION COMERCIAL,26,26,24 26,22,22,21 24,24 26 219,23 24,23 26,219,27,24 26,219,26,26,27,27 219,24 219,24,24,24,24 26,24 26,24 26,23 24 26 219,23 24 26 219,24 26,24,3,26 211,3,23 24 26,1,1,24 218 219,22 23 24 26,26 219,26,26,24 26,219,219,27
DEPOSITO,I,DEP_I,DEPOSITO AVES VIVAS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO CUEROS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO PIELES SIN TRATAMIENTO,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO GANADO EN PIE,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO LANA SUCIA,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO ALGODÓN EN RAMA,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO PELO SIN CLASIFICAR,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO CERDA SIN CLASIFICAR,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO SUB PRODUCTOS GANADEROS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO SUB PRODUCTOS AGRÍCOLAS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,"DEPÓSITO DE EMPRESA DE DESINFECCIÓN (HASTA 20 M2, SEGÚN NORMATIVA VIGENTE)",SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO CUEROS SOLDADOS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,I,DEP_I,DEPOSITO CUEROS PICKELADOS,SI,26,26,26,3,3,3,216,3,3,216,26 220,26,1,26,26,27,213,3,3,3,3,216,216,216,216,216,216,3,26,216,3,216,216,26-219,216,216,216,26,26,26,1,1,213
DEPOSITO,IA,DEP_IA,GAS Y SUS DERIVADOS,,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,DEPOSITO COMBUSTIBLES SÓLIDOS,SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,DEPOSITO PETRÓLEO,SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,DEPOSITO DERIVADOS DEL PETROLEO,SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,DEPOSITO PRODUCTOS QUÍMICOS DIVERSOS,SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,"DEPOSITO ARMERÍAS CON DEPÓSITOS DE CARTUCHOS, BALAS, ETC.",SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,IA,DEP_IA,"DEPOSITO DESECHOS EN GENERAL (EXCLUIDOS LOS DE HIERRO, ACERO Y OTROS METALES)",SI,3,3,22,3,3,3,216,3,3,3,220,220,22,220,220,27,220,3,3,3,3,220,220,220,3,3,220,3,3,3,3,3,3,3,3,3,3,220,220,220,219,219,220
DEPOSITO,II,DEP_II,DEPOSITO MINERALES METALÍFEROS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO PESCADOS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO MARISCOS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO PRODUCTOS DE LA CAZA (EVISCERADOS),SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO DURMIENTES,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO ESTACAS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO POSTES,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO ROLLIZOS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO CARNES FRESCAS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO CARNES CONGELADAS,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO LEÑA,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO CARBON DE LEÑA,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO DESECHO DE HIERRO,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO DESECHO DE ACERO,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,II,DEP_II,DEPOSITO DESECHO DE OTROS METALES,SI,26,26,26,3,3,3,216,3,23,3,27,26,26,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,216,26 219,216,216,216,26,26,26,220,220,213
DEPOSITO,III,DEP_III,GAS ENVASADO PARA RECARGA DE MATAFUEGOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO ALIMENTO PARA AVES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO ALIMENTO PARA GANADO,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO AVES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO HUEVOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO MIEL,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CEREALES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO OLEAGINOSAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO FRUTAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO HORTALIZAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO FRUTOS DEL PAÍS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO TABACO EN HOJA,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO MIMBRE,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO PAJA,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO ACEITES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO AZÚCAR,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CAFÉS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO TES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO YERBAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO ESPECIAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CERVEZAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO BEBIDAS SIN ALCOHOL,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO COMESTIBLES EN GENERAL,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CHOCOLATE Y SUS PRODUCTOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CARAMELOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO OTROS PREPARADOS DE AZÚCAR,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO EMBUTIDOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO FIAMBRES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO OTROS PREPARADOS A BASE DE CARNES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO FRUTAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO LEGUMBRES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CEREALES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO SECOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CONSERVAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO HARINAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO SUB PRODUCTOS DE MOLIENDA DEL TRIGO,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO MANTECA,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO CREMA,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO LECHE,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO PRODUCTOS SIMILARES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO QUESO,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO VINOS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO BEBIDAS ALCOHÓLICAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO FIBRAS TEXTILES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO TABLAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO TABLONES TIRANTE,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO PINTURAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO BARNICES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO DROGAS,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO ESPECIALIDADES MEDICINALES,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
DEPOSITO,III,DEP_III,DEPOSITO HERBORISTERÍA,SI,26,26,26,21,22,22,216,3,23,3,27,26,1,1,1,3,213,3,3,3,3,216,216,216,23 216 219,23 216 219,216,3,3,3,3,216,22,219,22 218,23,23,26,26,26,219,219,213
